# name|lat|lon|elevation_m|radius_km
St James's|51.5073|-0.1398|2044|22.0
Grafton|-29.6810|152.9339|-350|22.0
Virginópolis|-18.8228|-42.7039|277|22.0
Dębica|50.0515|21.4114|1775|22.0
Madayikonam|10.3715|76.2254|400|22.0
Izvoarele|45.0333|25.2667|1698|22.0
Kusatsu|36.6167|138.6000|413|22.0
Nīr|38.0346|47.9986|1726|22.0
Messias|-9.3833|-35.8417|327|22.0
Hutan Melintang|3.8766|100.9328|171|22.0
La Timone|43.2885|5.4145|2073|22.0
Ixelles|50.8333|4.3667|1939|22.0
Ferizaj|42.3706|21.1553|1680|22.0
LMS|55.3143|37.1855|2218|22.0
Meerbusch|51.2527|6.6881|1878|22.0
Novoshcherbinovskaya|46.4767|38.6476|1935|22.0
Burwell|53.2931|0.0346|1989|22.0
Nova Canaã do Norte|-10.6378|-55.7091|399|22.0
Itapetinga|-15.2489|-40.2478|345|22.0
Erskine|55.9005|-4.4503|2029|22.0
Hendrik-Ido-Ambacht|51.8442|4.6389|1911|22.0
Halensee|52.4900|13.2960|1786|22.0
Chilakalūrupet|16.0899|80.1671|862|22.0
Našice|45.4886|18.0878|1734|22.0
Saint-Apollinaire|46.6129|-71.5126|990|22.0
Zheleznovodsk|44.1432|43.0048|1924|22.0
La Llave|20.4663|-99.9937|626|22.0
Modakkurichchi|11.2329|77.7794|489|22.0
Antipolo|10.3565|122.9646|-350|22.0
Karvad|20.3563|72.9549|1063|22.0
Trollhättan|58.2837|12.2886|1799|22.0
Doxey|20.0917|-99.2436|636|22.0
Lagoa do Barro do Piauí|-8.4847|-41.5331|445|22.0
Pantijan No 2|14.2331|120.8006|-288|22.0
Alhama de Granada|37.0069|-3.9896|2487|22.0
Walker|43.0014|-85.7681|1132|22.0
Bamendjou|5.3899|10.3301|1541|22.0
Dax|43.7103|-1.0537|2288|22.0
Pīshvā|35.3080|51.7267|1650|22.0
Hedaru|-4.5000|37.9000|767|22.0
Kolinkivtsy|48.4125|26.1246|1783|22.0
Naqadeh|36.9553|45.3880|1623|22.0
Teapa|17.5560|-92.9479|751|22.0
Arteixo|43.3048|-8.5075|2522|22.0
Daporijo|27.9911|94.2296|985|22.0
Hwawŏn|35.8017|128.5008|116|22.0
Chomutov|50.4605|13.4178|1787|22.0
Inhangapi|-1.4297|-47.9197|623|22.0
Kumi|1.4608|33.9361|1014|22.0
Mushie|-3.0173|16.9224|1122|22.0
Donostia / San Sebastián|43.3128|-1.9750|2328|22.0
Gayéri|12.6482|0.4931|1811|22.0
Chāboksar|36.9737|50.5701|1719|22.0
Kostanay|53.2144|63.6246|2026|22.0
Hunucmá|21.0164|-89.8772|1032|22.0
Beloyarskiy|56.7571|61.4163|2026|22.0
Altena|51.2947|7.6734|1859|22.0
El Molino|10.6530|-72.9246|961|22.0
Mexicanos|20.5290|-101.0706|580|22.0
Kampung Ayer Keroh|2.2654|102.2801|79|22.0
Thal|35.4784|72.2438|1770|22.0
Summerside|46.3912|-63.7887|1143|22.0
Tulln|48.3283|16.0586|1763|22.0
Montgomery|39.2281|-84.3541|1188|22.0
Kalach-na-Donu|48.6910|43.5264|2120|22.0
Pupiales|0.8714|-77.6403|326|22.0
Sheboygan|43.7508|-87.7145|1146|22.0
Valathoor|12.8867|78.8465|626|22.0
Nantong|28.9439|106.8819|358|22.0
Trith-Saint-Léger|50.3167|3.4833|1973|22.0
Santurtzi|43.3284|-3.0325|2363|22.0
Sparta|37.0745|22.4301|1626|22.0
Zaandijk|52.4749|4.8069|1895|22.0
North Tonawanda|43.0387|-78.8642|1034|22.0
Sarikei|2.1167|111.5167|-68|22.0
Takaharu|31.9167|131.0167|-23|22.0
Puqi|29.7167|113.8833|68|22.0
Nāgothana|18.5422|73.1349|943|22.0
Pātrasāer|23.1970|87.5332|1158|22.0
Saint-Leu|-21.1706|55.2882|-163|22.0
Molina de Segura|38.0546|-1.2076|2401|22.0
Mirontsi|-12.1604|44.4099|391|22.0
Ágioi Anárgyroi|38.0301|23.7238|1606|22.0
Tahoua|14.8888|5.2692|1980|22.0
Oñati|43.0326|-2.4100|2349|22.0
West Clandon|51.2606|-0.5032|2062|22.0
Tamayo|18.3947|-71.2029|1117|22.0
Lagarto|-10.9172|-37.6500|354|22.0
Matraville|-33.9634|151.2320|-350|22.0
Pozo de Gamboa|22.9486|-102.5709|665|22.0
Grado|43.3880|-6.0743|2455|22.0
Anantapuram|12.1186|79.3822|578|22.0
San Pedro|9.3956|-75.0648|882|22.0
Cartagena del Chairá|1.3349|-74.8429|471|22.0
Newman|37.3138|-121.0208|654|22.0
Tashiro|40.3903|141.5356|683|22.0
Gueltat Zemmour|25.1428|-12.3717|2216|22.0
Wolmirstedt|52.2486|11.6295|1797|22.0
Guareí|-23.3728|-48.1842|11|22.0
Dĩ An|10.9068|106.7694|299|22.0
Montrose|-37.8167|145.3500|-350|22.0
Navojoa|27.0706|-109.4434|602|22.0
Cape Coast|5.1053|-1.2466|1246|22.0
Montrose|37.5207|-77.3783|1108|22.0
Ara Ali|5.9667|41.0333|726|22.0
Nabire|-3.3599|135.5007|-350|22.0
Borkherī|20.9479|79.0151|1147|22.0
Chichihualco|17.6590|-99.6762|455|22.0
Villa Vicente Guerrero|19.1212|-98.1657|623|22.0
El Tocuyo|9.7871|-69.7929|961|22.0
Comalcalco|18.2650|-93.2243|782|22.0
Constant Spring|18.0508|-76.7937|1130|22.0
Sileby|52.7329|-1.1077|2037|22.0
Ventersburg|-28.0856|27.1381|-322|22.0
Ōmachi|36.5000|137.8667|385|22.0
Zhufo|29.2215|108.4969|282|22.0
Ditzingen|48.8267|9.0670|1866|22.0
Taglio di Po|45.0019|12.2139|1841|22.0
Ontario|34.0633|-117.6509|632|22.0
San Salvador|13.6893|-89.1872|670|22.0
Kingston Estates|39.9237|-74.9879|1043|22.0
Aldrich Garden|22.2808|114.2286|32|22.0
Delafield|43.0608|-88.4037|1174|22.0
Añatuya|-28.4602|-62.8335|-350|22.0
Schriek|51.0284|4.6936|1927|22.0
Braunfels|50.5155|8.3892|1856|22.0
Aleksandrov Gay|50.1420|48.5690|2232|22.0
Kuriyazawa|38.9000|140.2500|578|22.0
Nalerigu|10.5273|-0.3698|1658|22.0
Ena|35.4472|137.3833|313|22.0
Tidaholm|58.1803|13.9582|1814|22.0
Waukesha|43.0117|-88.2315|1172|22.0
Dorfen|48.2704|12.1606|1813|22.0
Lane Cove|-33.8157|151.1668|-350|22.0
Kamitosa|34.4451|135.8013|214|22.0
Kerkdriel|51.7717|5.3347|1897|22.0
Berthoud|40.3083|-105.0811|1276|22.0
Shakaskraal|-29.4493|31.2153|-309|22.0
Felisburgo|-16.6386|-40.7614|325|22.0
La Paz|-34.7603|-56.2259|-350|22.0
Louisville|33.1237|-89.0551|1303|22.0
Royston|52.0483|-0.0244|2026|22.0
Juan de Acosta|10.8293|-75.0335|939|22.0
San Paolo|41.1248|16.7926|1758|22.0
Peñal|10.1667|-61.4667|937|22.0
Zhenlai|45.8496|123.1979|446|22.0
Chiang Klang|19.2938|100.8617|652|22.0
Narsāpuram|18.1004|78.8802|979|22.0
Chhatrapur|19.3557|84.9836|1052|22.0
Kakanj|44.1331|18.1229|1730|22.0
Mojoagung|-7.5667|112.3500|-350|22.0
Dombe Grande|-12.9517|13.1025|338|22.0
Eslöv|55.8393|13.3039|1794|22.0
Hongseong|36.6009|126.6650|122|22.0
Fischeln|51.3035|6.5884|1879|22.0
Mount Waverley|-37.8771|145.1294|-350|22.0
Dassun|17.7452|121.7114|-303|22.0
Hani|38.4074|40.3858|1612|22.0
Mszczonów|51.9742|20.5208|1801|22.0
Rengo|-34.4064|-70.8583|-350|22.0
Diadi|16.7262|121.3589|-297|22.0
Marlin|31.3063|-96.8980|1230|22.0
Gardone Val Trompia|45.6914|10.1863|1883|22.0
Silao|25.0836|85.4280|1257|22.0
Rāmgarh|27.2510|75.1789|1463|22.0
Navolato|24.7668|-107.6977|540|22.0
Pa|12.6667|-3.9500|1702|22.0
Soave|45.4196|11.2459|1859|22.0
Kavundaneri|11.5737|77.9802|518|22.0
Anlong Veaeng|14.2322|104.0811|457|22.0
Conchas|-23.0153|-48.0106|33|22.0
Kalken|51.0384|3.9186|1946|22.0
Putina|-15.4751|-69.4306|-350|22.0
Bānsātārkheda|23.7919|79.3390|1290|22.0
Sumiyoshi|35.6887|139.8147|399|22.0
Prior Lake|44.7133|-93.4227|1214|22.0
Bedminster|40.4259|-75.1791|1038|22.0
Tarkwa|5.3038|-1.9896|1236|22.0
Santa Clara|37.1330|-113.6541|955|22.0
Hampden|42.0640|-72.4134|1006|22.0
Talca|-35.4232|-71.6497|-350|22.0
Derebucak|37.3918|31.5092|1515|22.0
Cayman Palms|19.2776|-81.2699|1130|22.0
Sebastopol|-37.5853|143.8395|-350|22.0
River Forest|41.8978|-87.8140|1190|22.0
Hubbard|41.1564|-80.5692|1091|22.0
Comstock Northwest|42.3218|-85.5176|1143|22.0
Velankanni|10.6833|79.8333|480|22.0
Inayauan|9.9005|122.4340|-350|22.0
Altstadt Sud|50.9333|6.9595|1878|22.0
Groot-Bijgaarden|50.8717|4.2497|1941|22.0
Westbrook|43.6770|-70.3712|1004|22.0
Lansdowne|39.9382|-75.2719|1046|22.0
Limerick|52.6647|-8.6231|2269|22.0
Volchansk|59.9378|60.0810|1981|22.0
Charlotte Amalie|18.3419|-64.9307|1038|22.0
Āvadattūr|11.7013|77.8638|525|22.0
Mahārāganj|27.1446|83.5621|1352|22.0
Pagbilao|13.9669|121.6984|-329|22.0
Montoro|38.0241|-4.3834|2488|22.0
Satpayev|47.9041|67.5411|1968|22.0
Natrona Heights|40.6234|-79.7298|1089|22.0
Mount Everest|27.9881|86.9250|8849|35.0
Roosevelt|40.6787|-73.5890|1023|22.0
Ayacucho|-37.1528|-58.4884|-350|22.0
Mottola|40.6389|17.0343|1754|22.0
Kajansi|0.2155|32.5345|1049|22.0
Napāsar|27.9606|73.5591|1498|22.0
Dīnānagar|32.1366|75.4729|1636|22.0
Sahavato|-20.6000|48.3333|104|22.0
Kohourou|5.4796|-3.3286|1203|22.0
Umi|33.5683|130.5101|47|22.0
Ingenio|27.9185|-15.4343|2275|22.0
Qingguang|39.1988|117.0331|151|22.0
Preddvor|46.3026|14.4222|1786|22.0
Sunderland|54.9046|-1.3822|1979|22.0
Fairfield|-33.8667|150.9500|-350|22.0
Concord|43.8001|-79.4829|1026|22.0
Bocaue|14.7983|120.9261|-291|22.0
Lehi|40.3916|-111.8508|1134|22.0
Milton|34.1322|-84.3007|1259|22.0
Argyroúpoli|37.9059|23.7504|1605|22.0
Kuyeda|56.4305|55.5914|2220|22.0
Muan|34.9901|126.4790|51|22.0
Chernyshevsk|52.5222|117.0174|555|22.0
Altus|34.6381|-99.3340|1266|22.0
Miryang|35.4933|128.7489|107|22.0
Bathurst|-33.4166|149.5806|-350|22.0
Renxian|30.6609|107.6790|313|22.0
Port Wallace|44.6988|-63.5477|1120|22.0
Lop|37.0789|80.1818|1572|22.0
Nochistlán de Mejía|21.3636|-102.8475|551|22.0
Paragsha- San Andres - Jose Carlos Mariategui|-10.6715|-76.2710|-350|22.0
Chigorodó|7.6664|-76.6811|765|22.0
Scorţeni|45.1000|25.8500|1701|22.0
Orindiúva|-20.1822|-49.3514|124|22.0
Yushu|44.8275|126.5406|481|22.0
Gage Park|41.7950|-87.6962|1190|22.0
Tada Khandrika|13.5885|80.0337|692|22.0
Ashland|42.1946|-122.7095|814|22.0
Campiña|38.2190|-2.9807|2450|22.0
Lisse|52.2600|4.5569|1904|22.0
Malhada de Pedras|-14.3881|-41.8792|371|22.0
Lynbrook|40.6548|-73.6718|1024|22.0
Moundsville|39.9203|-80.7431|1117|22.0
Lucas|-16.3333|-55.9333|117|22.0
Strezhevoy|60.7333|77.5889|1066|22.0
Machados|-7.6822|-35.5228|331|22.0
Agira|37.6558|14.5197|1851|22.0
Balakliia|49.4560|36.8443|2015|22.0
Kariapatti|9.6751|78.0999|378|22.0
Cerro|23.1081|-82.3866|1208|22.0
Macomia|-12.2467|40.1208|534|22.0
Moussayo|5.9895|-6.4371|1128|22.0
Seano|43.8304|11.0212|1886|22.0
West Mifflin|40.3634|-79.8664|1096|22.0
Herndon|38.9695|-77.3861|1085|22.0
Novokuznetsk|53.7575|87.1360|865|22.0
Wacheng Neighborhood|33.7833|114.5167|85|22.0
Balatonalmádi|47.0353|18.0208|1742|22.0
Mohanūr|11.0594|78.1397|482|22.0
Maywood|41.8792|-87.8431|1191|22.0
Kyaka|-1.2522|31.4203|1057|22.0
Seremban 2|2.6898|101.9077|103|22.0
Middlesbrough|54.5762|-1.2348|1985|22.0
Roquemaure|44.0516|4.7780|2078|22.0
Rudrapur|28.9800|79.4000|1484|22.0
Makeni|8.8860|-12.0442|1135|22.0
Écouen|49.0206|2.3831|2037|22.0
Manzanares el Real|40.7263|-3.8626|2440|22.0
Holland Village|1.3119|103.7933|20|22.0
Velletri|41.6857|12.7775|1862|22.0
Digih Habar Es|6.4426|45.9833|505|22.0
Maihar|24.2659|80.7606|1302|22.0
Chapel en le Frith|53.3241|-1.9129|2042|22.0
Kondhi|20.0145|79.2856|1096|22.0
Santiago de Surco|-12.1359|-77.0074|-350|22.0
Palmitinho|-27.3550|-53.5550|-350|22.0
Tlajomulco de Zúñiga|20.4742|-103.4465|463|22.0
Växjö|56.8777|14.8091|1812|22.0
San José de Jáchal|-30.2416|-68.7466|-350|22.0
Espinal|4.1492|-74.8843|634|22.0
Khpob Ateav|11.0628|105.1903|356|22.0
Siilinjärvi|63.0833|27.6667|2201|22.0
Yuchi|30.2658|108.2235|291|22.0
Yoichi|43.2039|140.7703|779|22.0
Laguna de Duero|41.5815|-4.7233|2450|22.0
Umm as Sāhik|26.6536|49.9164|1135|22.0
Farasān|16.7022|42.1183|826|22.0
Hakunila|60.2782|25.1034|2076|22.0
Bariri|-22.0744|-48.7403|55|22.0
Nanao|37.0482|136.9680|388|22.0
Nieuwpoort|51.1301|2.7513|1974|22.0
Chesapeake Beach|38.6862|-76.5347|1078|22.0
Maitland|28.6278|-81.3631|1252|22.0
Providenciales|21.7825|-72.2521|1148|22.0
Dongditou|39.2664|117.3727|152|22.0
Fords|40.5293|-74.3160|1030|22.0
North Bend|47.4957|-121.7868|1035|22.0
Gaddi Annaram|17.3669|78.5242|929|22.0
Wirges|50.4719|7.7984|1868|22.0
Cajamar|-23.3561|-46.8769|49|22.0
Lanškroun|49.9122|16.6119|1766|22.0
Trelew|-43.2490|-65.3050|-350|22.0
Nakhon Thai|17.1006|100.8374|624|22.0
Aire-sur-l'Adour|43.7025|-0.2628|2261|22.0
Frederico Westphalen|-27.3592|-53.3944|-350|22.0
Al Markhīyah|25.3249|51.4984|1076|22.0
Taza|34.2100|-4.0100|2494|22.0
Merthyr Tydfil|51.7479|-3.3778|2135|22.0
Fanlou|34.4809|116.8525|50|22.0
Ringwood North|-37.8000|145.2333|-350|22.0
Filomeno Mata|20.2000|-97.7039|712|22.0
Châtelaillon-Plage|46.0729|-1.0884|2229|22.0
South Milwaukee|42.9106|-87.8606|1168|22.0
Vinukonda|16.0531|79.7396|855|22.0
Sanshui|23.1549|112.8916|93|22.0
Texistepec|17.8948|-94.8171|694|22.0
Saint-Lô|49.1162|-1.0903|2143|22.0
Itirapuã|-20.6408|-47.2192|156|22.0
Jagraon|30.7878|75.4739|1596|22.0
Lautoka|-17.6169|177.4505|-350|22.0
Drogichin|52.1874|25.1597|1868|22.0
Montevista|7.6933|125.9889|-350|22.0
Yeşilova|37.5081|29.7547|1526|22.0
Munderi|11.9303|75.4455|504|22.0
DuBois|41.1192|-78.7600|1067|22.0
Lerdo de Tejada|18.6294|-95.5197|709|22.0
Saddlebrooke|32.5395|-110.9006|847|22.0
Ranai Kota|3.9400|108.3777|66|22.0
Puerto Morazán|12.8504|-87.1717|700|22.0
Remseck am Neckar|48.8721|9.2733|1861|22.0
Kuri Dulal|33.3844|73.2637|1702|22.0
Paulo Ramos|-4.4477|-45.2405|548|22.0
Patrocínio|-18.9439|-46.9925|226|22.0
Southglenn|39.5872|-104.9528|1268|22.0
Restelo|38.6996|-9.2141|2580|22.0
Uruzgān|32.9278|66.6325|1715|22.0
Bellwood|37.4218|-77.4375|1110|22.0
Ziębice|50.6012|17.0406|1769|22.0
Rijau|11.1039|5.2556|1799|22.0
Paraú|-5.7744|-37.1014|378|22.0
Kibale|0.8000|31.0667|1112|22.0
Boboua|7.0194|-6.4700|1205|22.0
Tandur|17.2485|77.5770|912|22.0
Nam Định|20.4339|106.1773|418|22.0
Crato|-7.2342|-39.4094|417|22.0
Harvey|41.6100|-87.6467|1194|22.0
West Plains|36.7281|-91.8524|1311|22.0
Navlya|52.8254|34.4996|2084|22.0
Cormaia|47.3667|24.6833|1745|22.0
Cedar Valley|49.1617|-122.3105|1059|22.0
Făcăeni|44.5667|27.9000|1699|22.0
Kalemyo|23.1901|94.0640|963|22.0
Benkanhalli|15.8641|74.4570|775|22.0
Puerto Armuelles|8.2777|-82.8621|590|22.0
Wiltz|49.9655|5.9339|1918|22.0
Arua|3.0201|30.9110|1156|22.0
Damavand|35.9542|52.1093|5610|40.0
Wusterhausen|52.8912|12.4602|1790|22.0
Aparecida de Goiânia|-16.8233|-49.2439|267|22.0
Dunbar-Southlands|49.2422|-123.1884|1035|22.0
Efkarpía|40.6880|22.9535|1642|22.0
Benzra|7.3277|-6.0085|1246|22.0
Sampaloc|14.1627|121.6396|-325|22.0
Twante|16.7084|95.9336|772|22.0
Sanniquellie|7.3621|-8.7133|1147|22.0
Upper Saddle River|41.0584|-74.0985|1022|22.0
Dibba Al-Hisn|25.6196|56.2729|1152|22.0
Wan Tsui Estate|22.2612|114.2374|32|22.0
Dix Hills|40.8048|-73.3362|1020|22.0
San Prisco|41.0859|14.2767|1825|22.0
Lozen|42.6027|23.4759|1659|22.0
Chambly|45.4501|-73.2825|981|22.0
Stembert|50.5911|5.8940|1907|22.0
Mabare|-0.9667|30.4500|1093|22.0
Zinacantepec|19.2843|-99.7339|561|22.0
Coral Gables|25.7215|-80.2684|1236|22.0
Glória|-9.3381|-38.2547|378|22.0
Gagarawa|12.4085|9.5288|1875|22.0
Bee Cave|30.3085|-97.9450|1181|22.0
Wendouree|-37.5308|143.8284|-350|22.0
Hinchinbrook|-33.9188|150.8631|-350|22.0
Kadugli|11.0111|29.7183|1289|22.0
Muhammadābād|26.0340|83.3811|1326|22.0
Acigné|48.1354|-1.5337|2186|22.0
Changlong|30.3062|107.4130|327|22.0
Velyka Lepetykha|47.1714|33.9315|1867|22.0
Karnāl|29.6920|76.9845|1542|22.0
Pasing|48.1415|11.4560|1826|22.0
Tsui Wan Estate|22.2682|114.2403|32|22.0
Khambhāt|22.3174|72.6192|1185|22.0
Coquitlam West|49.2570|-122.8788|1045|22.0
Saarijärvi|62.7049|25.2540|2134|22.0
Alfornelos|38.7610|-9.2051|2580|22.0
Lappersdorf|49.0469|12.0913|1808|22.0
Donaustadt|48.2333|16.4600|1759|22.0
La Gloria|8.6195|-73.8021|874|22.0
Vedado del Cotorro|23.0500|-82.2500|1207|22.0
Anacleto Canabal 2da. Sección|17.9756|-93.0242|773|22.0
Fehérgyarmat|47.9833|22.5167|1745|22.0
Foxborough|42.0654|-71.2478|1006|22.0
Willingboro|40.0279|-74.8691|1041|22.0
Shenyang|41.7922|123.4328|287|22.0
Ghatkesar|17.4508|78.6837|936|22.0
Mamu Kanjan|30.8304|72.7994|1621|22.0
Lincoln|40.8000|-96.6670|1311|22.0
Namyang-nodongjagu|42.9539|129.8572|483|22.0
Sant Cugat del Vallès|41.4706|2.0861|2230|22.0
Ölgii|48.9683|89.9625|863|22.0
Chikkabidarakallu|13.0516|77.4884|618|22.0
Magnéry|4.9401|-6.9219|1030|22.0
Serafimovich|49.5757|42.7323|2138|22.0
Longqiao|29.7103|107.2944|335|22.0
Belgorod|50.6034|36.5809|2052|22.0
Silvania|4.4037|-74.3867|663|22.0
Bang Kho Laem|13.6935|100.5022|564|22.0
Nossa Senhora de Nazaré|-4.6335|-42.1716|492|22.0
Iglesias|39.3092|8.5372|2039|22.0
Colombo|-25.2917|-49.2242|-119|22.0
Louisville|40.8373|-81.2596|1107|22.0
Someshwar|13.4911|75.0665|613|22.0
Brownsburg-Chatham|45.6834|-74.4159|976|22.0
Feira Grande|-9.9003|-36.6775|342|22.0
Zele|51.0657|4.0403|1942|22.0
Kingswood|51.2948|-0.2143|2053|22.0
Narsinghgarh|23.7076|77.0932|1291|22.0
Çiftlikköy|40.6603|29.3236|1603|22.0
Haledon|40.9357|-74.1863|1024|22.0
Calenzano|43.8545|11.1661|1881|22.0
Dakar|14.6937|-17.4441|1348|22.0
Pingli|32.3847|109.3456|240|22.0
Grayslake|42.3445|-88.0417|1184|22.0
Fuencarral|40.5000|-3.6833|2438|22.0
Broughton|53.1630|-2.9931|2078|22.0
Hallbergmoos|48.3275|11.7514|1819|22.0
Ukima|35.7910|139.6978|401|22.0
Goryachiy Klyuch|44.6339|39.1358|1868|22.0
Ho Chi Minh City|10.8230|106.6296|302|22.0
Leipheim|48.4500|10.2228|1847|22.0
Pouso Alto|-22.1936|-44.9725|142|22.0
Kingsville|27.5159|-97.8561|1083|22.0
La Hulpe|50.7309|4.4858|1938|22.0
Market Drayton|52.9054|-2.4901|2071|22.0
Cassà de la Selva|41.8878|2.8752|2193|22.0
Tribeca|40.7154|-74.0093|1025|22.0
Puerto Gaitán|4.3133|-72.0816|721|22.0
Penha|-26.7694|-48.6458|-174|22.0
Pietra Ligure|44.1492|8.2821|1962|22.0
Luoyang|34.6735|112.4368|146|22.0
Cofradía|15.4000|-88.1500|810|22.0
Narath|11.9602|75.3893|505|22.0
Toufen|24.6875|120.9094|-199|22.0
Colonia|9.5164|138.1217|-350|22.0
Trooz|50.5703|5.6952|1912|22.0
Lenino|45.2986|35.7771|1830|22.0
Três Barras do Paraná|-25.4217|-53.1830|-290|22.0
Yangiobod|41.1192|70.0941|1902|22.0
Česká Lípa|50.6855|14.5376|1778|22.0
Belas|38.7767|-9.2635|2580|22.0
Mildura|-34.1855|142.1625|-350|22.0
Kruševac|43.5800|21.3339|1688|22.0
Eforie Sud|44.0229|28.6494|1690|22.0
Rainham|51.5169|0.1943|2034|22.0
Duisburg|51.4325|6.7652|1874|22.0
Milaor|13.5961|123.1772|-350|22.0
Susaki|33.3947|133.2913|95|22.0
Oyabe|36.6667|136.8500|364|22.0
Marktheidenfeld|49.8454|9.6036|1842|22.0
Mantenópolis|-18.8625|-41.1228|280|22.0
Izumisano|34.4167|135.3167|199|22.0
Paula Cândido|-20.8742|-42.9803|217|22.0
Kaipamangalam|10.3350|76.1392|396|22.0
President Roxas|11.4310|122.9279|-350|22.0
Mateare|12.2351|-86.4281|692|22.0
San Lorenzo|40.8569|14.2648|1827|22.0
Samut Songkhram|13.4146|100.0026|571|22.0
Pak Shek Kok|22.4273|114.2037|33|22.0
Zarautz|43.2844|-2.1699|2336|22.0
Vostryakovo|55.3993|37.8083|2232|22.0
Sidi Allal El Bahraoui|34.0077|-6.5308|2530|22.0
Govindgarh|24.3785|81.2964|1301|22.0
Porto Acre|-9.5883|-67.5325|69|22.0
Bedi|22.5014|70.0436|1165|22.0
Buhesi|0.5810|30.2101|1136|22.0
Úrsulo Galván|19.4053|-96.3609|721|22.0
Navegantes|-26.8989|-48.6542|-181|22.0
Tsimasham|27.0989|89.5360|1174|22.0
Espera Feliz|-20.6503|-41.9072|233|22.0
Saint-Just-en-Chaussée|49.5050|2.4329|2023|22.0
Lechinţa|47.0167|24.3500|1735|22.0
Lakehills|29.6047|-98.9431|1133|22.0
Filadélfia|-7.3361|-47.4903|537|22.0
Cobbs Creek|39.9476|-75.2402|1045|22.0
Redlands|39.0789|-108.6356|1183|22.0
Hosakote|14.2760|77.1683|702|22.0
Aomori|40.8167|140.7333|681|22.0
Goianésia do Pará|-3.8425|-49.0969|609|22.0
Cerritos|33.8584|-118.0648|602|22.0
Parabel’|58.6958|81.4934|960|22.0
Hanwella Ihala|6.9012|80.0852|200|22.0
Brooklyn Heights|40.6954|-73.9938|1025|22.0
Castle Donington|52.8429|-1.3419|2040|22.0
Meldorf|54.0918|9.0687|1807|22.0
Újhegy|47.4672|19.1664|1738|22.0
Tadpatri|14.9083|78.0103|758|22.0
Pompano Beach|26.2379|-80.1248|1237|22.0
Tlalmanalco|19.2052|-98.8012|600|22.0
Tuek Kraham|14.2150|104.9469|424|22.0
Bela Vista|-23.5609|-46.6476|47|22.0
Wil|47.4615|9.0455|1886|22.0
Shizi|33.7440|104.6803|429|22.0
Ettelbruck|49.8475|6.1042|1916|22.0
Wellesbourne Mountford|52.1925|-1.6097|2067|22.0
Kāndhla|29.3210|77.2710|1526|22.0
Sant'Antimo|40.9422|14.2348|1827|22.0
As Sallūm|31.5537|25.1579|1532|22.0
Althengstett|48.7233|8.7943|1873|22.0
Łask|51.5906|19.1328|1785|22.0
Godofredo Viana|-1.4150|-45.7722|587|22.0
Solim|15.6152|73.7674|747|22.0
Pulü|29.8180|106.1593|387|22.0
Diano Marina|43.9109|8.0803|1972|22.0
Jaltenco|19.7530|-99.0939|622|22.0
Uíge|-7.6087|15.0613|783|22.0
Calandula|-9.0898|15.9538|700|22.0
Yawatahama|33.4574|132.4328|79|22.0
Bet Arye|32.0333|35.0500|1348|22.0
Būsh|29.1482|31.1273|1350|22.0
Dobrota|42.4542|18.7683|1716|22.0
Pedro Amaro|18.5964|-99.1731|542|22.0
Oakland|37.8044|-122.2708|624|22.0
Kaunas|54.9016|23.9091|1914|22.0
Gangtok|27.3257|88.6122|1209|22.0
Porto Viro|45.0268|12.2175|1840|22.0
Juan Morales|18.8114|-98.9219|568|22.0
Donskoye|45.4535|41.9724|1961|22.0
Estelle|29.8458|-90.1067|1279|22.0
Karauli|26.4983|77.0276|1422|22.0
Estes Park|40.3772|-105.5217|1271|22.0
Maribor|46.5558|15.6459|1766|22.0
New Caney|30.1552|-95.2113|1230|22.0
Germering|48.1339|11.3765|1828|22.0
Bāghamāra|25.1895|90.6479|1111|22.0
Yongxin|28.9667|106.5333|374|22.0
Mwatate|-3.5050|38.3772|763|22.0
Ars-sur-Moselle|49.0779|6.0742|1932|22.0
Rolim de Moura|-11.8036|-61.8033|164|22.0
Yaoji|34.0667|117.8167|28|22.0
Valandovo|41.3176|22.5630|1653|22.0
Chillicothe|40.9223|-89.4862|1235|22.0
Osterholz-Scharmbeck|53.2266|8.7923|1818|22.0
Daboh|26.0024|78.8766|1388|22.0
Rochelle Park|40.9073|-74.0751|1023|22.0
Daira Din Panah|30.5705|70.9372|1616|22.0
Molalla|45.1473|-122.5770|935|22.0
Obuchi|40.9667|141.3733|703|22.0
Epe|52.3475|5.9833|1874|22.0
Santa Bárbara|-37.6682|-72.0225|-350|22.0
Hengersberg|48.7726|13.0549|1796|22.0
Helena|34.5296|-90.5918|1310|22.0
Caaporã|-7.5156|-34.9083|319|22.0
Werneck|49.9820|10.0988|1832|22.0
Rafael Delgado|18.8101|-97.0717|653|22.0
Siuri|23.9081|87.5277|1177|22.0
Texarkana|33.4251|-94.0477|1301|22.0
Mahmudābād|27.2919|81.1178|1405|22.0
Hässleholm|56.1591|13.7664|1798|22.0
Ehringshausen|50.6000|8.3833|1855|22.0
Béguédo|11.7808|-0.7339|1731|22.0
East Moriches|40.8051|-72.7609|1017|22.0
Radomir|42.5457|22.9655|1663|22.0
Olginate|45.7913|9.4187|1901|22.0
Glenwood Springs|39.5505|-107.3248|1224|22.0
Halle|50.7338|4.2345|1944|22.0
Port-de-Paix|19.9398|-72.8304|1144|22.0
Eatonton|33.3268|-83.3885|1254|22.0
North Branch|45.5114|-92.9802|1188|22.0
